5. “Chuang Tzu soñó que era una mariposa. Al despertar ignoraba si era Tzu que había soñado que era una mariposa o si era una mariposa y estaba soñando que era Tzu.”,"Para saber más: “Viejas como el miedo, las ficciones fantásticas son anteriores a las letras. Los aparecidos pueblan todas las literaturas: están en el Zendavesta, en la Biblia, en Homero, en Las mil y una noches. Tal vez los primeros especialistas en el género fueron los chinos (…)”","Cuento recopilado por Jorge Luis Borges, Silvina Ocampo y Adolfo Bioy Casares en “Antología de la literatura fantástica”;",Poema de la poetisa Alfonsina Storni;,Extracto de un libro de botánica chino,3,
"6. En literatura, ¿cuál de los siguientes fragmentos es un ejemplo de una llamada crónica?:",Para saber más: una crónica es el testimonio de un autor con respecto a una realidad que forma parte de su contexto social e histórico.,"“Los padres habían huido al norte. En aquel tiempo, la revolución y él estaban recién nacidos. Un cuarto de siglo después, Nelson Valdés viajó de Los Angeles a La Habana, para conocer su país. Cada mediodía, Nelson tomaba el ómnibus, la guagua 68, en la puerta del hotel, y se iba a leer libros sobre Cuba.” (Crónica de la Ciudad de La Habana, Eduardo Galeano)","“Ensalzaré con esmero el benemérito ""fiacún"".Yo, cronista meditabundo y aburrido, dedicaré todas mis energías a hacer el elogio del ""fiacún"", a establecer el origen de la ""fiaca"", y a dejar determinados de modo matemático y preciso los alcances del término. (“Aguafuertes porteñas”, Roberto Arlt)",Ambas son correctas,3,
7. Don Segundo Sombra es una de las grandes novelas de nuestra literatura. Escrita en 1926 por Don Ricardo Güiraldes e inscripta dentro de la tradición de la literatura gauchesca. ¿Cuáles son sus líneas finales?,"Para saber más: la novela cuenta la historia de un huérfano (Fabio) que escapa de la casa de sus tías en San Antonio de Areco y se inicia como resero vagabundo en la Pampa, al lado de ""Don Segundo Sombra"", un hombre ya curtido en el campo. Realizan tareas campestres y van a la pulpería, apuestan en riñas de gallos y duermen a la intemperie. Pasados tres años, Fabio recibe la comunicación de la muerte de su padre y una herencia: una estancia. No sabe si dejar su vida de nómade o aceptar la responsabilidad; lo que finalmente, luego de consultar a Don Segundo, hace.","“Pido a los santos del cielo, que ayuden mi pensamiento”","“No pude, cómo me tiraba el gauchaje”","“Me fui, como quien se desangra”",3,
8. Alejandra Pizarnik es considerada la gran poetisa maldita argentina. ¿Cuál de los siguientes versos fue escrito por ella?,"Para saber más: Alejandra Pizarnik (1936- 1972) Firmemente influenciada en su lirismo por los simbolistas franceses Arthur Rimbaud y Stéphane Mallarmé, por el espíritu del romanticismo, y por los surrealistas. Pizarnik escribió libros poéticos de gran sensibilidad. Sus temas giraban en torno a la belleza, la soledad y la muerte.",“la rebelión consiste en mirar una rosa/ hasta pulverizarse los ojos”,“Tú me quieres alba/ me quieres de espumas/ me quieres de nácar”,"“Vos ves la Cruz del Sur,/ respirás el verano con su olor a duraznos”",3,
9) Los relatos de estos dos escritores argentinos (Horacio Quiroga y Manuel Puig) están muy relacionados con su tierra natal o con la que eligieron para vivir: ¿cuál es la respuesta correcta?,"Para saber más: Manuel Puig (General Villegas, 1932- Cuernavaca, 1989) ubica sus dos primeras novelas (“La traición de Rita Hayworth” y “Boquitas Pintadas”) en su pueblo natal. Están consideradas entre las mejores novelas de la literatura mundial.",El delta del Paraná y la selva misionera,Coronel Vallejos y General Villegas,La selva misionera y General Villegas,3,
10) ¿Cómo se llama la famosa saga de aventuras de la novelista argentina Liliana Bodoc?,"Para saber más: Con una prosa impecable y en un lenguaje que remite por sus imágenes deslumbrantes a lo cinematográfico, Liliana Bodoc (Santa Fe, 1958) cuenta sobre distintas culturas, sobre sus usos y costumbres, su economía y ritos medicinales, en tanto que el bien, el mal y la magia rivalizan por protagonizar historias maravillosamente bien contadas.",Los días de junio,La saga de la montaña,Los días del venado,3,
1. Los Diputados y Senadores de la Nación forman parte del poder:,,Ejecutivo,Judicial,Legislativo,4,
2. Los poderes de una República se dividen en:,,"Poder Judicial, Poder Ejecutivo, Cámara de Diputados","Poder Judicial, Poder Ejecutivo, Corte suprema de justicia","Poder Judicial, Poder Ejecutivo, Poder Legislativo",4,
3. La forma de gobierno que establece la Constitución Argentina es:,,"Representativa, Monáquica y Unitaria","Directa, Republicana y Federal","Representativa, Republicana y Federal",4,
4. Las autoridades que ejercen el Gobierno Nacional residen en:,,Tucumán,Viedma,Buenos Aires,4,
5. Los Gobiernos provinciales son elegidos por:,,El Presidente de la República,Un Consejo Federal,El pueblo de su provincia,4,
"6. Cada provincia establece su Constitución para el sistema Representativo, Republicado y Federal, de acuerdo con los siguientes:",,Acuerdos provinciales preexistentes,Resoluciones de las Naciones Unidas,"Principios, declaraciones, derechos y garantías de la Constitución Nacional",4,
7. ¿Cuántos años dura el mandato de un Senador Nacional?,,3 años,9 años,6 años,4,
8. ¿Cuál es el número del artículo que habla de los derechos del trabajador?,,Artículo 1,Artículo 125,Artículo 14 bis,4,
9. ¿ Quiénes eligen a los Diputados de la Nación (representantes del pueblo) y a los Senadores de la Nación (representantes de las provincias)?,,Un Consejo Provincial,Los gobernadores,El voto directo del pueblo,4,
10. ¿Cuántos años dura el mandato de un Diputado de la Nación?,,2 años,6 años,4 años,4,
1. En el cuento de los tres chanchitos ¿Qué hace el lobo para sacar a cada uno de su casa?,"Para saber más: Ésta imagen fue diseñada por la ilustradora Mariana Ruiz Johnson, autor anónimo",Canta,Aúlla,Sopla,5,
"2. Ésta imagen, ¿De qué cuento es?","Para saber más: El cuento fue escrito por los hermanos Grimm, quienes crearon clásicos como Caperucita Roja, Pulgarcito y La Bella Durmiente, entre otros.",Alicia en el país de las maravillas,La bella durmiente,Hansel y Gretel,5,
3. ¿De qué trabajaba el papá de Pinocho?,"Para saber más: El autor de Pinocho era el italiano Carlo Collodi, escritor y periodista.",Cocinero,Camionero,Carpintero,5,
4. ¿En qué se convierte el Patito Feo al final del cuento?,Para saber más: El cuento escrito por el danés Hans Christian Andersen fue publicado por primera vez el 11 de noviembre de 1843 en Dinamarca.,En perico,En príncipe azul,En cisne,5,
5. ¿Cómo se llamaba el lugar donde vivían Peter Pan y sus amigos?,Para saber más: El autor escocés James Matthew Barrie se inspiró en la personalidad de Peter Pan gracias a los dos hijos de una pareja amiga que odiaban el mundo de los adultos y no querían crecer.,El país de las maravillas,El país del no lo olvidarás,El país del nunca jamás,5,
"6. En el cuento Alicia en el país de las maravillas, ¿Por qué le preocupa qué hora es al conejo?","Para saber más: En el 2015 se cumplieron 150 años de la creación de éste cuento, escrito por el matemático, lógico y escritor británico Charles Lutwidge Dodgson.",Porque tiene la comida en el horno y se le puede quemar,Porque está por empezar su dibujito favorito,Porque llega tarde,5,
7. ¿Qué le lleva Caperucita Roja a la abuela que está enferma?,"Para saber más: Éste cuento fue publicado por primera vez por Charles Perrault en 1697, a partir de una recopilación de tradición oral",Una revista,Un peluche,Un pastel,5,
8. En el cuento Pulgarcito ¿Por qué se llama así el protagonista?,Para saber más: Es un cuento de hadas alemán recopilado por los hermanos Grimm,Porque tiene el tamaño de una Pulga,Porque tiene el tamaño de una pluma,Porque tiene el tamaño de un pulgar,5,
9. ¿Qué es lo que cambia Juan por las habichuelas mágicas?,Para saber más: Juan y las habichuelas mágicas es un cuento de origen inglés y de autor desconocido.,Su casa,Su perro,Su vaca,5,
"10. El flautista de Hamelín es contratado para sacar a las ratas del pueblo, pero cuando no le pagan decide llevarse a…","Para saber más: Cuenta la leyenda que éste cuento fue inspirado en una historia real que sucedió en Hamelín, ciudad de Alemania, en el año 1284.",Las vacas de toda la ciudad,Las mascotas de los aldeanos,Los niños del pueblo,5,
1. ¿Qué comida no le gusta a Mafalda?,"Para saber más: El historietista argentino Joaquín Salvador Lavado Tejón, alias Quino, fue el creador de Mafalda que tuvo su primera aparición pública en la revista Leoplán en 1964.",El pescado,El hígado encebollado,La sopa,5,
2. El Principito le pide al aviador que le dibuje…,Para saber más: El Principito fue escrito por el aviador francés Antoine de Saint Exupéry quien vivió tan sólo 44 años.,Una rosa,Un avión,Un cordero,5,
3. ¿Cuál es la primera mascota de Harry Potter?,Para saber más: La escritora británica J. K. Rowlling creó los primeros libros de la saga de Harry Potter sentada en un bar durante los momentos en que su hija bebé dormía ya que no tenía recursos económicos para que alguien la cuidara mientras ella trabajaba.,Un gato,Un mono,Una lechuza x,5,
4. ¿Cuántos libros tiene la saga de Caídos del Mapa?,Para saber más: El primer libro de la saga de María Inés Falconi se publicó en 1995 y en 2013 se hizo la película.,13,11,12,5,
5. Horacio Quiroga escribió un libro que se llama…,"Para saber más: Otro de los títulos clásicos del autor es Cuentos de la Selva, que fue escrito en la Provincia de Misiones.",Cuentos de amor y locura,Cuentos de locura y muerte,"Cuentos de amor, de locura y de muerte",5,
6. Julio Verne escribió un libro que se llama “La vuelta al mundo en…”,"Para saber más: Julio Verne también escribió Viaje al centro de la tierra, en 1864 y Veinte mil leguas de viaje submarino, en 1870.",noventa días,cien días,ochenta días,5,
7. ¿Cuáles eran los apellidos de las familias de Romeo y Julieta?,Para saber más: La obra escrita por el inglés William Shakespeare se publicó en 1597,Montiscos y Cipuletos,Monteños y Culetos,Montescos y Capuletos,5,
8. En el cuento El traje nuevo del emperador ¿Quién dice en voz alta que el emperador está desnudo cuando estrena su atuendo?,"Para saber más: Éste cuento también es conocido como El rey desnudo y fue escrito por Hans Christian Andersen, quien también es autor de El patito feo y La Sirenita, entre otros.","Su mamá, la reina",El panadero del pueblo de al lado,Un niño que estaba viendo el desfile,5,
"9. Cuando María Elena Walsh escribe “Estamos invitados a tomar el té, la tetera es de…”","Para saber más: La autora argentina escribió libros y compuso canciones para grandes y chicos. Una de sus canciones para adultos más famosa es “La Cigarra”, interpretada por Mercedes Sosa.",plástico,vidrio,porcelana,5,
10. En el mito griego del Minotauro ¿Dónde está encerrada la bestia?,Para saber más: Los mitos griegos fueron conocidos gracias a que años de tradición oral fueron luego trasladados al papel y así conocidos por todos como parte de la cultura griega.,En un fuerte,En un castillo,En un laberinto,5,
1. ¿Cuál es el nombre de una de las obras más famosas en la cual Astor Piazolla le compone a su padre?,Para saber más: Astor Piazolla nació en Mar del Plata el 11 de marzo de 1921.,Libertango,Milonga del ángel,Adiós Nonino,6,
2. ¿Dónde murió el famoso cantautor Carlos Gardel?,"Para saber más: Carlos Gardel fue un cantante, compositor y actor de cine. Es el más conocido representante del género en la historia del tango. La hipótesis uruguayista sostiene que nació en Tacuarembó (Uruguay), un 11 de diciembre entre 1883 y 1887. La hipótesis francesista sostiene que nació en Toulouse (Francia) el 11 de diciembre de 1890.",Marruecos,España,Colombia,6,
"3. ¿La canción Costumbres Argentinas, a qué banda o intérprete pertenece?","Para saber más: Fue un grupo de rock argentino fundado por Miguel Abuelo en 1967, famoso por ser uno de los pioneros del género en su país. Durante su trayectoria, la banda alternó entre funk rock, new wave, rock psicodélico y pop rock; siendo este último el estilo con el que lograrían su faceta más prolífica y representativa. Entre su repertorio se ubican reconocidos clásicos de la música argentina tales como , «Himno de mi Corazón», «Lunes por la madrugada», «Mil horas», «Sin gamulán», «No se desesperen», «En la Fuente de la Unión», «Zig Zag» y «No puedo decir que no», entre otros",Los Piojos,La Renga,Los abuelos de la nada,6,
4. ¿Qué canción interpretada por León Gieco utiliza frases inspiradas en históricos acontecimientos sociales como la dictadura militar y el probable conflicto bélico entre Chile y Argentina?,"Para saber más: Raúl Alberto Antonio Gieco, conocido popularmente como León Gieco, nació en Cañada Rosquín, provincia de Santa Fe, Argentina, 20 de noviembre de 1951. Se caracteriza por mezclar el género folclórico con el rock argentino y por las connotaciones sociales y políticas de sus canciones, a favor de los derechos humanos, los campesinos y pueblos originarios, el apoyo a los discapacitados y la solidaridad con los marginados.",Sobreviviendo,El ángel de la bicicleta,Solo le pido a dios,6,
5. ¿A qué autor pertenecen las siguientes obras “Si se calla el cantor” – “La villerita” – “Piel Morena”?,"Para saber más: Eraclio Catalín Rodríguez Cereijo 1 nacio en Las Garzas, Provincia de Santa Fe, 15 de mayo de 1925, cuyo nombre artístico fue H---- G----, fue un cantor, compositor y escritor argentino, ganador del Premio Konex de Platino en 1985 como el más importante cantante masculino de folklore de la historia en Argentina.",Argentino Luna,Jorge Cafrune,Horacio Guarany,6,
6. ¿De qué provincia es originaria el grupo folklórico “Los Manseros”?,"Para saber más: Los Manseros Santiagueños es un conjunto folclórico argentino que surgió como dúo vocal en el año 1959 integrado por tres guitarras y un bombo. Originarios de La Banda, provincia de Santiago del Estero",Córdoba,Salta,Santiago del Estero,6,
"7. ¿La canción La mano de dios, del famoso intérprete de cuarteto Rodrigo, fue dedicado a que futbolista?","Para saber más: Rodrigo Alejandro Bueno nació en Córdoba, 24 de mayo de 1973, conocido por su nombre artístico Rodrigo o por su apodo El Potro, fue un cantante de cuarteto y boxeador argentino. El estilo de Rodrigo estuvo marcado por su carisma y su energía en el escenario. Durante su carrera, Rodrigo amplió la música cuartetera a la escena nacional argentina, siendo una de las principales figuras del género.",La “Brujita” Veron,Lionel Messi,Diego Armando Maradona,6,
"8. ¿Qué cantante femenina perteneciente a la cumbia, interpreta la canción Corazón valiente?","Para saber más: Míriam Alejandra Bianchi nacida en Buenos Aires, 11 de octubre de 1961, fue una cantante y compositora argentina de cumbia. Su carrera musical comenzó cuando respondió a un aviso en un periódico, donde pedían vocalistas para un grupo musical. Su voz y su carisma le ganaron un lugar en una banda de género tropical.",Karina,Gladis “La Bomba” Tucumana,Gilda,6,
"9. ¿La canción “ciudad mágica” de la banda Tan Boinica, a qué provincia hace referencia?","Para saber más: Tan Biónica es una banda de pop rock surgida en Buenos Aires en el año 2002, formada por Santiago «Chano» Moreno Charpentier (voz), Sebastián «Seby» Seoane (guitarra), Gonzalo «Bambi» Moreno Charpentier (bajo) y Diego «Diega» Lichtenstein (batería). Algunos se sus temas conocidos son “ELLA” “ARRUINARSE”” “LOCA”",Tucumán,Jujuy,Buenos Aires,6,
10. ¿De quién es el punteo de guitarra en la canción Don de Miranda?,Para saber más: Miranda es una banda argentina de pop rock y electropop melodramático; formada en 2001. El nombre de la banda es un homenaje al actor argentino Osvaldo Miranda. Debutó en los escenarios en julio de 2001 y consiguió el 3º puesto en el rubro Revelación 2002 de la encuesta anual de la revista Rolling Stone,De Topo,De manolo,De lolo,6,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
